config,epoch,loss,cos10_test
mamlB_U1_K1,1,0.27023060878117877,0.7281379294395447
mamlB_U1_K1,2,0.15997582217057546,0.7719942063093186
mamlB_U1_K1,3,0.1330647483964761,0.7971147048473358
mamlB_U1_K1,4,0.11037418807546298,0.8266709554195404
mamlB_U1_K1,5,0.10730437830090522,0.843580082654953
mamlB_U1_K1,6,0.1003861319149534,0.8490905237197875
mamlB_U1_K1,7,0.09424200392017762,0.8248419719934463
mamlB_U1_K1,8,0.08628572861353556,0.830438964664936
mamlB_U1_K1,9,0.0836343518147866,0.8568229335546493
mamlB_U1_K1,10,0.08347071506083012,0.869967451095581
mamlB_U1_K1,11,0.08313499587277572,0.874478520154953
mamlB_U1_K1,12,0.07917990073561669,0.8444239056110382
mamlB_U1_K1,13,0.07562332657476266,0.8878309261798859
mamlB_U1_K1,14,0.07457296748956045,0.8668385255336761
mamlB_U1_K1,15,0.06929883400599161,0.8779753971099854
mamlB_U1_K1,16,0.0723461077734828,0.8664707446098328
mamlB_U1_K1,17,0.06716075155884027,0.8714327263832092
mamlB_U1_K1,18,0.0678850569203496,0.8902873814105987
mamlB_U1_K1,19,0.07073352444916964,0.8892508399486542
mamlB_U1_K1,20,0.06816962324082851,0.8817326194047928
mamlB_U1_K1,21,0.0679778649409612,0.8698940706253052
mamlB_U1_K1,22,0.06780199555059274,0.8772295808792114
mamlB_U1_K1,23,0.06559614416211844,0.8952540421485901
mamlB_U1_K1,24,0.06363008661816517,0.8857150685787201
mamlB_U1_K1,25,0.06407719004278381,0.8929763019084931
mamlB_U1_K1,26,0.06607687147955099,0.9063972651958465
mamlB_U1_K1,27,0.06411197034021218,0.8893655294179916
mamlB_U1_K1,28,0.05953706006209056,0.8990623736381531
mamlB_U1_K1,29,0.06421008362124364,0.885903627872467
mamlB_U1_K1,30,0.06169583861405651,0.8896979558467865
mamlB_U1_K1,31,0.06270108448341488,0.8892885971069336
mamlB_U1_K1,32,0.057946352834502855,0.9002355873584748
mamlB_U1_K1,33,0.059188834087302286,0.8993369269371033
mamlB_U1_K1,34,0.06037336296712359,0.8859924721717835
mamlB_U1_K1,35,0.061804951628049214,0.8934059941768646
mamlB_U1_K1,36,0.06001887818177541,0.8890179854631424
mamlB_U1_K1,37,0.05562608102336526,0.8732715594768524
mamlB_U1_K1,38,0.05933281361435851,0.871626062989235
mamlB_U1_K1,39,0.060026723767320316,0.8998493373394012
mamlB_U1_K1,40,0.059877488892525435,0.9218470442295075
mamlB_U1_K1,41,0.060415583699941634,0.8822951138019561
mamlB_U1_K1,42,0.056320124516884486,0.8943439441919326
mamlB_U1_K1,43,0.056760635804384944,0.8997464561462403
mamlB_U1_K1,44,0.060338563956320285,0.915422488451004
mamlB_U1_K1,45,0.06029030953844388,0.8773651617765427
mamlB_U1_K1,46,0.05625158041715622,0.9010866391658783
mamlB_U1_K1,47,0.05832692770287395,0.9098424184322357
mamlB_U1_K1,48,0.05915901993090908,0.8968012273311615
mamlB_U1_K1,49,0.06071574047828714,0.9006872951984406
mamlB_U1_K1,50,0.057400859724730253,0.9036502182483673
mamlB_U1_K1,51,0.055587089397013185,0.9107121872901917
mamlB_U1_K1,52,0.0578746102626125,0.8981183254718781
mamlB_U1_K1,53,0.0612259104847908,0.8655020892620087
